"","admitted_dt","inmateid","inmate_status_code","top_charge","release_date_approx","age","first_admin_date","last_admin_date","order_adm_times"
"9235",2020-06-06,53126,"DE","155.25",2020-06-09,55,2019-09-12,2021-03-04,3
"9236",2020-06-06,20119422,"DE","220.03",2020-06-09,23,2020-06-06,2021-10-26,1
"9237",2020-06-06,20172624,"DE","215.51",2020-06-13,57,2020-06-06,2020-06-23,1
"9238",2020-06-06,20207453,"DE","160.10",2020-06-30,23,2019-10-08,2020-06-06,2
"9239",2020-06-06,20209656,"DE","221.30",2020-07-23,22,2020-03-11,2020-06-06,2
"9240",2020-06-06,20210242,"DE","160.10",2020-06-08,19,2020-06-06,2021-12-08,1
"9241",2020-06-06,20210243,"DE","110-125.25",2021-02-09,29,2020-06-06,2023-01-05,1
"9242",2020-06-06,20210244,"DE","110-160.10",2020-06-30,55,2020-06-06,2021-02-08,1
"9243",2020-06-06,20210245,"DE","215.50",2020-06-18,18,2020-06-06,2023-02-06,1
"9244",2020-06-07,11128,"DE","265.02",2021-04-23,61,2019-05-19,2021-08-05,3
"9245",2020-06-07,75825,"DE","",2020-08-29,41,2020-06-07,2021-12-19,1
"9246",2020-06-07,143791,"DE","125.25",2023-02-10,42,2020-01-15,2020-06-07,3
"9247",2020-06-07,153998,"DE","265.03",2020-06-12,29,2020-06-07,2021-09-16,1
"9248",2020-06-07,20128297,"DPV","",2020-09-26,35,2020-06-07,2022-09-08,1
"9249",2020-06-07,20152453,"DEP","AC 000.00",2021-04-06,23,2020-02-27,2022-11-03,2
"9250",2020-06-07,20185905,"DE","",2021-01-08,21,2020-06-07,2022-06-15,1
"9251",2020-06-07,20186076,"DE","",2020-06-09,22,2020-06-07,2022-04-13,1
"9252",2020-06-07,20200079,"DE","215.51",2020-06-16,28,2020-06-07,2020-10-26,1
"9253",2020-06-07,20205543,"DE","110-125.25",2020-06-09,18,2020-06-07,2020-11-26,1
"9254",2020-06-07,20210250,"DE","120.05",2020-06-11,27,2020-06-07,2021-10-11,1
"9255",2020-06-07,20210251,"DE","FOA 900.00",2020-06-16,26,2020-06-07,2022-11-13,1
"9256",2020-06-07,20210252,"DE","110-120.10",2020-06-09,41,2020-06-07,2023-01-03,1
"9257",2020-06-07,20210253,"DE","265.03",2020-06-09,24,2020-06-07,2022-09-21,1
"9258",2020-06-08,3417,"DPV","",2020-07-18,55,2019-09-05,2020-06-08,2
"9259",2020-06-08,9228,"DE","110-160.15",2021-03-12,53,2020-04-19,2020-06-08,2
"9260",2020-06-08,90485,"DE","",2020-06-12,35,2019-10-17,2020-06-08,2
"9261",2020-06-08,20090741,"DE","265.03",2020-06-11,26,2020-06-08,2021-12-17,1
"9262",2020-06-08,20208123,"DE","160.15",2020-06-30,27,2019-11-12,2020-06-08,2
"9263",2020-06-08,20209819,"DE","140.30",2020-06-25,21,2020-04-10,2022-08-09,2
"9264",2020-06-09,4398,"DPV","",2020-08-25,41,2020-06-09,2021-04-03,1
"9265",2020-06-09,37028,"DE","265.03",2020-06-11,44,2020-06-09,2022-03-15,1
"9266",2020-06-09,111782,"DE","140.10",2021-10-18,34,2018-10-17,2022-04-19,3
"9267",2020-06-09,116749,"DE","",2020-06-12,45,2020-06-09,2021-06-14,1
"9268",2020-06-09,136353,"DE","140.20",2020-06-11,41,2019-08-27,2022-08-20,2
"9269",2020-06-09,142644,"DEP","140.25",2020-11-05,56,2019-06-13,2022-08-05,4
"9270",2020-06-09,10002117,"DE","FOA 900.00",2020-06-24,30,2019-08-06,2022-05-12,3
"9271",2020-06-09,20018271,"DPV","",2020-08-06,27,2019-08-19,2020-09-10,3
"9272",2020-06-09,20102264,"DE","120.05",2020-07-07,26,2020-06-09,2022-05-12,1
"9273",2020-06-09,20113430,"DE","110-125.25",2020-09-19,44,2020-06-09,2021-10-19,1
"9274",2020-06-09,20132739,"DE","",2020-06-27,38,2020-06-09,2022-07-21,1
"9275",2020-06-09,20135877,"DE","CO",2021-01-07,44,2019-05-17,2022-06-04,2
"9276",2020-06-09,20160557,"DE","265.03",2020-06-17,30,2020-02-05,2022-08-15,2
"9277",2020-06-09,20207644,"DE","110-120.10",2020-06-12,22,2019-10-18,2020-06-09,2
"9278",2020-06-09,20208748,"DE","160.15",2020-06-13,18,2019-12-28,2022-12-06,2
"9279",2020-06-10,4809,"DPV","215.50",2020-11-10,34,2019-05-17,2022-09-27,2
"9280",2020-06-10,48280,"SSR","",2022-06-06,41,2020-01-10,2020-06-10,2
"9281",2020-06-10,77081,"DE","160.05",2021-01-25,58,2019-06-28,2023-02-02,2
"9282",2020-06-10,148035,"DE","265.03",2020-07-02,31,2020-06-10,2022-04-25,1
"9283",2020-06-10,148890,"SSR","140.25",2020-12-07,53,2019-07-10,2022-10-09,2
"9284",2020-06-10,20038763,"DE","215.51",2020-06-23,28,2020-06-10,2022-07-13,1
"9285",2020-06-10,20045033,"DEP","120.14",2020-06-25,27,2020-06-10,2022-07-31,1
"9286",2020-06-10,20088714,"DE","110-125.25",2021-05-04,26,2020-06-10,2021-10-10,1
"9287",2020-06-10,20105173,"SSR","",2020-07-28,65,2020-06-10,2022-10-13,1
"9288",2020-06-10,20133210,"DE","130.35",2020-07-31,22,2020-06-10,2021-12-07,1
"9289",2020-06-10,20147404,"DE","120.05",2020-06-25,22,2020-06-10,2020-11-19,1
"9290",2020-06-10,20159029,"DPV","",2020-09-22,58,2019-09-17,2022-06-10,2
"9291",2020-06-10,20174440,"DE","120.05",2020-06-16,22,2020-06-10,2022-06-03,1
"9292",2020-06-10,20198625,"DE","120.05",2020-06-18,22,2020-06-10,2022-08-06,1
"9293",2020-06-10,20205672,"DE","265.03",2020-06-25,19,2020-06-10,2021-09-01,1
"9294",2020-06-10,20207973,"DE","155.25",2020-06-13,27,2019-11-04,2023-01-20,2
"9295",2020-06-10,20210183,"DPV","",2020-09-15,53,2020-05-30,2020-06-10,2
"9296",2020-06-11,13338,"DE","140.25",2020-06-25,38,2020-05-21,2022-03-07,2
"9297",2020-06-11,32305,"DE","AC 000.00",2020-06-27,53,2019-09-07,2022-09-12,2
"9298",2020-06-11,48426,"DE","120.00",2020-06-18,47,2020-06-11,2020-12-03,1
"9299",2020-06-11,51309,"DEP","155.25",2020-10-03,57,2020-06-11,2021-03-24,1
"9300",2020-06-11,69771,"DE","215.51",2020-06-13,37,2019-12-02,2020-06-11,3
"9301",2020-06-11,107076,"DE","160.15",2020-07-10,52,2019-09-27,2023-01-06,3
"9302",2020-06-11,117881,"DEP","215.52",2020-09-17,39,2020-06-11,2022-08-02,1
"9303",2020-06-11,133607,"DE","",2020-08-13,34,2020-02-06,2021-05-05,2
"9304",2020-06-11,170531,"DPV","",2020-10-16,31,2020-06-11,2021-09-11,1
"9305",2020-06-11,20002337,"DE","FOA 900.00",2020-06-26,27,2020-06-11,2021-05-05,1
"9306",2020-06-11,20045084,"DE","265.03",2020-06-13,27,2020-06-11,2021-06-18,1
"9307",2020-06-11,20072091,"DEP","AC 000.00",2021-06-02,28,2019-06-19,2022-04-11,2
"9308",2020-06-11,20091732,"DE","CO",2021-04-14,35,2020-06-11,2021-09-04,1
"9309",2020-06-11,20132758,"DE","215.51",2020-10-21,60,2020-06-11,2023-01-29,1
"9310",2020-06-11,20150385,"DE","120.10",2020-06-19,21,2020-06-11,2022-04-09,1
"9311",2020-06-11,20181795,"DE","215.51",2020-06-25,22,2019-07-06,2021-06-22,2
"9312",2020-06-11,20206539,"DE","160.15",2022-01-14,19,2019-09-17,2020-06-11,2
"9313",2020-06-11,20210275,"DE","150.15",2020-07-02,57,2020-06-11,2022-03-04,1
"9314",2020-06-11,20210277,"SSR","160.15",2020-12-04,18,2020-06-11,2021-10-22,1
"9315",2020-06-12,32177,"DEP","110-120.05",2020-06-27,47,2019-09-30,2020-06-12,2
"9316",2020-06-12,44170,"DEP","215.52",2020-06-23,38,2020-06-12,2021-10-27,1
"9317",2020-06-12,75873,"DE","140.30",2020-06-16,55,2019-09-24,2020-11-02,3
"9318",2020-06-12,102268,"DE","CO",2021-05-28,51,2020-01-29,2022-12-08,2
"9319",2020-06-12,115632,"DE","155.40",2020-06-14,46,2020-06-12,2020-10-13,1
"9320",2020-06-12,138941,"DPV","",2020-10-01,34,2020-06-12,2021-04-17,1
"9321",2020-06-12,148430,"DE","",2020-12-10,36,2019-02-16,2020-06-12,3
"9322",2020-06-12,20017079,"DE","120.05",2020-06-21,35,2019-08-25,2022-12-28,3
"9323",2020-06-12,20022206,"DE","120.05",2021-06-24,29,2019-09-13,2020-06-12,3
"9324",2020-06-12,20086106,"DE","140.25",2021-01-13,45,2020-06-12,2021-05-07,1
"9325",2020-06-12,20101608,"DPV","",2020-09-15,27,2020-06-12,2022-09-02,1
"9326",2020-06-12,20184434,"DE","215.50",2020-07-03,19,2020-06-12,2022-11-22,1
"9327",2020-06-12,20210279,"DE","160.10",2020-06-13,25,2020-06-12,2020-06-30,1
"9328",2020-06-12,20210282,"DE","215.51",2020-06-16,48,2020-06-12,2020-07-06,1
"9329",2020-06-13,31238,"DE","",2020-06-16,31,2020-06-13,2022-09-10,1
"9330",2020-06-13,94977,"DE","265.03",2020-06-19,30,2020-06-13,2022-02-09,1
"9331",2020-06-13,119738,"SSR","",2022-11-28,32,2020-05-17,2020-06-13,2
"9332",2020-06-13,20003023,"DEP","VOPB",2022-08-26,43,2019-07-17,2020-06-13,2
"9333",2020-06-13,20010072,"DE","130.52",2020-09-12,32,2019-10-03,2022-12-23,2
"9334",2020-06-13,20016948,"DE","120.05",2020-06-23,29,2020-05-26,2020-06-13,2
"9335",2020-06-13,20039460,"DE","130.52",2021-04-09,27,2018-04-26,2022-03-01,2
"9336",2020-06-13,20065626,"DEP","265.03",2021-04-01,26,2019-10-11,2022-02-10,2
"9337",2020-06-13,20078879,"DEP","145.00",2020-07-22,57,2020-02-03,2022-11-03,2
"9338",2020-06-13,20107691,"DE","215.51",2020-07-03,27,2020-06-13,2022-11-05,1
"9339",2020-06-13,20108751,"DE","140.25",2020-07-18,24,2020-06-13,2020-11-03,1
"9340",2020-06-13,20125877,"DE","120.05",2020-06-17,26,2019-10-02,2020-06-13,2
"9341",2020-06-13,20138988,"SSR","",2021-05-04,23,2020-03-14,2020-06-13,2
"9342",2020-06-13,20151914,"DE","135.20",2020-06-18,22,2019-08-22,2022-11-14,2
"9343",2020-06-13,20172915,"DE","145.00",2020-07-02,39,2019-12-04,2020-06-13,2
"9344",2020-06-13,20173533,"DE","FOA 900.00",2020-06-19,20,2020-03-10,2022-01-13,2
"9345",2020-06-13,20204424,"DE","AC 000.00",2020-11-24,67,2019-10-10,2020-06-13,2
"9346",2020-06-13,20210291,"DE","265.03",2020-06-18,20,2020-06-13,2020-11-08,1
"9347",2020-06-14,3038,"DE","215.51",2020-06-16,35,2019-09-08,2022-11-15,2
"9348",2020-06-14,3356,"DEP","165.50",2020-10-08,36,2020-06-14,2023-01-06,1
"9349",2020-06-14,116782,"DE","120.05",2020-06-17,35,2020-06-14,2022-04-25,1
"9350",2020-06-14,10014151,"SSR","",2021-07-20,28,2020-02-08,2020-06-14,2
"9351",2020-06-14,20038345,"DEP","165.45",2020-09-26,34,2020-01-22,2020-10-19,2
"9352",2020-06-14,20061564,"DE","160.10",2020-06-23,28,2019-05-31,2021-12-24,2
"9353",2020-06-14,20064129,"DE","160.10",2020-06-24,27,2020-06-14,2021-03-26,1
"9354",2020-06-14,20147526,"DE","AC 000.00",2020-06-17,31,2020-06-14,2020-08-04,1
"9355",2020-06-14,20193215,"SSR","",2021-10-28,22,2020-01-12,2020-06-14,2
"9356",2020-06-14,20210292,"DE","120.05",2020-06-19,28,2020-06-14,2020-09-04,1
"9357",2020-06-14,20210293,"DE","120.05",2020-06-16,21,2020-06-14,2021-04-28,1
"9358",2020-06-15,101659,"DE","140.25",2020-06-18,32,2020-06-15,2020-08-04,1
"9359",2020-06-15,108265,"DEP","CO",2020-09-23,30,2019-11-22,2020-06-15,2
"9360",2020-06-15,145812,"DE","155.25",2020-06-19,50,2019-10-14,2022-12-17,2
"9361",2020-06-15,146954,"DE","160.15",2020-06-18,55,2019-07-16,2022-08-02,3
"9362",2020-06-15,20117184,"DPV","",2020-06-25,39,2019-02-11,2022-11-12,3
"9363",2020-06-15,20117830,"DEP","AC 000.00",2020-08-15,23,2020-04-30,2022-05-07,2
"9364",2020-06-15,20136457,"DE","160.10",2021-02-11,23,2019-11-05,2021-02-24,3
"9365",2020-06-15,20137617,"DE","265.03",2020-06-18,32,2020-06-15,2021-06-29,1
"9366",2020-06-15,20142133,"DE","AC 000.00",2020-07-21,26,2019-08-19,2022-04-20,2
"9367",2020-06-15,20171499,"DPV","",2020-10-05,25,2020-05-20,2020-06-15,2
"9368",2020-06-15,20176564,"DE","160.10",2020-06-17,43,2020-06-15,2022-08-19,1
"9369",2020-06-15,20205025,"DE","160.15",2021-02-27,20,2019-09-18,2020-06-15,2
"9370",2020-06-15,20210298,"DE","265.03",2020-06-20,19,2020-06-15,2022-09-20,1
"9371",2020-06-15,20210300,"DE","130.65",2020-06-16,28,2020-06-15,2020-07-06,1
"9372",2020-06-15,20210303,"DE","",2020-08-12,45,2020-06-15,2020-09-10,1
"9373",2020-06-16,57206,"DE","160.10",2021-11-16,34,2020-06-16,2022-05-20,1
"9374",2020-06-16,113228,"DEP","AC 000.00",2020-08-17,46,2019-09-14,2020-06-16,2
"9375",2020-06-16,156677,"DE","120.05",2021-11-29,33,2019-10-11,2020-06-16,3
"9376",2020-06-16,10000308,"DE","215.52",2020-06-19,29,2020-03-22,2021-04-26,2
"9377",2020-06-16,10002321,"DEP","AC 000.00",2020-09-11,31,2020-01-07,2021-10-21,2
"9378",2020-06-16,20004189,"DE","",2020-06-24,42,2020-01-02,2020-08-27,3
"9379",2020-06-16,20007480,"DE","121.12",2020-09-05,56,2020-06-16,2021-11-18,1
"9380",2020-06-16,20031045,"DE","125.25",2020-06-20,35,2020-06-16,2021-02-11,1
"9381",2020-06-16,20049322,"DE","155.35",2020-08-10,51,2019-06-07,2022-08-16,2
"9382",2020-06-16,20139311,"DE","120.05",2020-06-23,23,2019-08-25,2022-09-13,2
"9383",2020-06-16,20171611,"DE","160.15",2020-08-11,32,2020-06-16,2022-06-08,1
"9384",2020-06-17,17900,"DE","140.20",2020-10-22,57,2019-04-10,2020-06-17,2
"9385",2020-06-17,23677,"DE","140.20",2021-12-30,57,2019-06-16,2020-06-17,2
"9386",2020-06-17,31392,"DPV","",2020-08-20,43,2020-06-17,2022-03-25,1
"9387",2020-06-17,122279,"DE","215.51",2020-09-04,34,2019-08-02,2021-06-12,3
"9388",2020-06-17,151638,"DE","215.50",2020-06-18,38,2020-05-28,2022-08-14,2
"9389",2020-06-17,20038410,"DE","AC 000.00",2020-09-04,52,2019-12-02,2020-06-17,2
"9390",2020-06-17,20086420,"DE","140.20",2020-07-02,28,2020-01-29,2020-06-17,2
"9391",2020-06-17,20134083,"DE","110-125.25",2021-03-17,23,2020-06-17,2022-04-18,1
"9392",2020-06-17,20134669,"DE","130.52",2020-08-26,26,2020-06-01,2021-02-27,2
"9393",2020-06-17,20145606,"DEP","AC 000.00",2020-09-24,24,2019-10-03,2021-03-19,2
"9394",2020-06-17,20182478,"DE","",2020-07-17,37,2019-09-30,2021-05-19,2
"9395",2020-06-17,20192285,"DEP","140.20",2020-09-28,23,2019-10-22,2020-06-17,2
"9396",2020-06-17,20193173,"DE","",2020-09-30,21,2019-10-30,2020-06-17,3
"9397",2020-06-17,20196273,"DE","150.20",2021-06-16,39,2020-06-17,2021-10-04,1
"9398",2020-06-17,20198826,"DE","165.45",2020-06-19,22,2020-06-17,2022-04-01,1
"9399",2020-06-17,20202210,"DE","120.05",2020-11-11,30,2019-11-23,2022-08-22,2
"9400",2020-06-17,20210316,"DE","120.05",2020-06-23,32,2020-06-17,2022-07-05,1
"9401",2020-06-18,5211,"DE","AC 000.00",2020-08-07,33,2020-06-18,2022-01-21,1
"9402",2020-06-18,15407,"DE","0",2020-07-03,34,2020-06-18,2022-10-13,1
"9403",2020-06-18,16797,"DE","120.05",2020-06-25,37,2020-06-18,2022-09-01,1
"9404",2020-06-18,41987,"DE","CO",2020-10-06,33,2019-03-03,2022-05-18,2
"9405",2020-06-18,77612,"DEP","CO",2020-08-19,50,2020-01-28,2022-05-09,3
"9406",2020-06-18,100482,"DE","120.05",2020-09-26,49,2019-10-09,2023-02-02,2
"9407",2020-06-18,138538,"DE","130.52",2020-08-14,43,2020-06-18,2022-05-31,1
"9408",2020-06-18,20040696,"DPV","",2021-03-25,31,2020-05-22,2021-10-10,2
"9409",2020-06-18,20041239,"DE","",2020-07-10,26,2020-02-06,2022-08-30,2
"9410",2020-06-18,20050282,"DE","160.15",2020-06-19,26,2020-01-11,2020-06-18,3
"9411",2020-06-18,20088839,"DE","120.05",2020-07-11,32,2019-10-03,2022-11-29,2
"9412",2020-06-18,20147533,"DE","215.15",2020-06-20,43,2020-06-18,2021-04-11,1
"9413",2020-06-18,20157081,"DE","AC 000.00",2020-09-11,26,2019-10-11,2020-06-18,3
"9414",2020-06-18,20171906,"DE","",2020-07-08,22,2019-03-10,2022-11-14,2
"9415",2020-06-18,20180769,"DE","140.20",2020-10-20,57,2018-07-12,2022-06-30,3
"9416",2020-06-18,20182310,"CSP","140.15",2020-10-08,43,2019-09-26,2022-10-28,3
"9417",2020-06-18,20183897,"DE","",2020-09-09,20,2020-06-18,2022-04-09,1
"9418",2020-06-18,20189232,"DE","160.15",2020-07-25,42,2019-08-06,2022-08-23,3
"9419",2020-06-18,20201169,"DE","215.51",2020-09-17,32,2019-09-27,2021-01-14,3
"9420",2020-06-18,20207082,"DE","200.00",2020-06-25,20,2020-06-18,2021-07-29,1
"9421",2020-06-19,74063,"DE","120.05",2022-01-14,49,2020-04-02,2020-06-19,2
"9422",2020-06-19,76530,"DPV","",2020-12-10,54,2020-06-19,2021-11-30,1
"9423",2020-06-19,83021,"DE","140.20",2020-10-06,53,2020-06-19,2020-11-12,1
"9424",2020-06-19,83672,"DEP","CO",2020-07-21,38,2020-06-19,2022-12-27,1
"9425",2020-06-19,160190,"CSP","155.25",2021-02-16,52,2020-06-19,2021-08-07,1
"9426",2020-06-19,20010010,"DE","140.25",2020-08-13,29,2019-11-05,2022-03-11,4
"9427",2020-06-19,20038665,"DE","",2020-09-05,30,2019-11-24,2023-01-04,2
"9428",2020-06-19,20078253,"DPV","",2020-09-21,29,2019-09-25,2022-05-13,3
"9429",2020-06-19,20132992,"SSR","",2023-01-09,36,2019-09-10,2020-06-19,3
"9430",2020-06-19,20138689,"DE","140.25",2022-03-07,24,2020-06-19,2022-04-26,1
"9431",2020-06-19,20172613,"DE","160.10",2020-06-23,22,2020-06-19,2022-08-30,1
"9432",2020-06-19,20210325,"CS","140.15",2020-09-04,48,2020-06-19,2021-05-08,1
"9433",2020-06-20,10881,"DE","140.15",2020-06-27,40,2019-08-05,2022-03-29,2
"9434",2020-06-20,14034,"DE","110-160.15",2020-08-02,33,2019-10-08,2020-12-26,3
"9435",2020-06-20,36655,"SSR","",2021-08-03,44,2020-06-20,2023-02-03,1
"9436",2020-06-20,63284,"DE","140.20",2020-11-24,54,2018-08-31,2020-06-20,2
"9437",2020-06-20,138542,"DE","140.30",2020-07-07,53,2020-06-20,2022-09-10,1
"9438",2020-06-20,20044883,"DEP","130.52",2020-07-16,27,2020-06-20,2022-06-21,1
"9439",2020-06-20,20131506,"DE","120.05",2020-06-22,26,2020-06-20,2020-11-19,1
"9440",2020-06-20,20170054,"DE","160.15",2020-11-10,26,2020-06-20,2022-01-01,1
"9441",2020-06-20,20171534,"DE","120.05",2020-06-23,23,2020-06-20,2021-06-06,1
"9442",2020-06-20,20200281,"DE","265.03",2020-06-23,19,2020-06-20,2022-01-26,1
"9443",2020-06-20,20210326,"DE","",2020-08-13,31,2020-06-20,2021-12-07,1
"9444",2020-06-20,20210329,"DE","160.10",2021-05-04,40,2020-06-20,2022-12-01,1
"9445",2020-06-21,20085006,"DEP","140.20",2021-11-19,43,2020-06-21,2022-02-10,1
"9446",2020-06-21,20094730,"DE","265.03",2023-02-10,28,2019-11-06,2020-06-21,2
"9447",2020-06-21,20109905,"DEP","160.15",2021-10-18,35,2020-02-03,2020-06-21,2
"9448",2020-06-21,20119915,"CS","215.50",2020-07-20,37,2020-02-19,2023-02-05,2
"9449",2020-06-21,20171316,"DE","160.10",2020-06-23,29,2020-06-21,2022-11-03,1
"9450",2020-06-22,34926,"DE","160.15",2020-07-23,47,2020-06-22,2022-05-20,1
"9451",2020-06-22,64292,"DEP","140.20",2020-06-30,44,2019-10-14,2022-11-18,2
"9452",2020-06-22,109944,"DE","215.52",2020-10-17,39,2019-05-28,2021-04-21,2
"9453",2020-06-22,134070,"DE","215.50",2020-11-20,34,2018-12-27,2022-02-10,2
"9454",2020-06-22,20080621,"DE","265.03",2021-01-09,26,2020-06-22,2022-08-14,1
"9455",2020-06-22,20158034,"DE","215.51",2020-06-25,22,2020-04-23,2021-02-14,2
"9456",2020-06-22,20201082,"DE","215.50",2020-07-15,45,2020-05-17,2021-01-04,2
"9457",2020-06-22,20210335,"DE","265.03",2020-06-26,42,2020-06-22,2020-10-15,1
"9458",2020-06-22,20210338,"DE","215.50",2020-06-27,43,2020-06-22,2020-07-03,1
"9459",2020-06-22,20210342,"DE","120.05",2020-12-09,22,2020-06-22,2022-04-12,1
"9460",2020-06-23,5059,"DE","CO",2020-07-02,44,2019-10-17,2020-06-23,2
"9461",2020-06-23,10590,"DPV","",2020-07-28,33,2020-06-23,2021-02-11,1
"9462",2020-06-23,58413,"DE","160.10",2020-08-13,39,2018-12-29,2022-04-24,2
"9463",2020-06-23,64648,"DPV","",2020-09-21,33,2020-06-23,2023-01-22,1
"9464",2020-06-23,88429,"DE","110-160.15",2020-12-24,35,2019-11-14,2021-05-27,4
"9465",2020-06-23,112136,"SSR","215.51",2021-05-13,55,2019-04-27,2020-06-23,2
"9466",2020-06-23,164512,"DE","CO",2020-07-09,28,2019-07-31,2020-06-23,2
"9467",2020-06-23,10001818,"SSR","170.25",2020-08-31,29,2020-06-23,2022-10-07,1
"9468",2020-06-23,20027688,"CS","215.50",2021-10-18,28,2020-01-17,2022-07-30,2
"9469",2020-06-23,20064563,"DE","265.03",2020-07-08,28,2020-06-23,2020-11-13,1
"9470",2020-06-23,20098180,"DE","110-125.25",2021-07-14,27,2020-06-23,2022-06-30,1
"9471",2020-06-23,20108935,"DE","110-120.07",2021-11-22,27,2020-02-19,2020-06-23,2
"9472",2020-06-23,20119038,"DPV","",2020-09-16,26,2019-12-19,2021-09-30,2
"9473",2020-06-23,20127151,"DE","110-120.07",2020-07-01,22,2019-12-06,2021-05-07,2
"9474",2020-06-23,20130309,"DE","265.03",2020-06-25,28,2020-06-23,2021-11-03,1
"9475",2020-06-23,20141981,"DE","110-120.07",2020-06-25,22,2020-06-23,2020-12-14,1
"9476",2020-06-23,20144689,"DPV","",2020-10-26,22,2019-08-12,2021-06-28,2
"9477",2020-06-23,20151740,"SSR","",2021-10-18,44,2019-01-10,2020-06-23,2
"9478",2020-06-23,20172624,"DE","215.51",2020-07-08,57,2020-06-06,2020-06-23,2
"9479",2020-06-23,20179891,"DE","110-120.07",2021-06-29,22,2019-06-25,2020-06-23,2
"9480",2020-06-23,20196902,"DE","110-120.07",2020-07-09,19,2019-03-27,2022-04-06,2
"9481",2020-06-23,20201915,"DE","120.05",2020-09-01,18,2019-02-05,2020-06-23,2
"9482",2020-06-23,20202219,"DE","110-120.07",2020-06-26,21,2019-02-15,2020-06-23,2
"9483",2020-06-23,20205026,"DE","110-160.15",2020-07-08,24,2020-02-23,2020-06-23,4
"9484",2020-06-23,20208371,"DEP","120.00",2020-09-10,37,2019-11-25,2020-09-10,3
"9485",2020-06-23,20210345,"DE","160.15",2020-06-27,37,2020-06-23,2022-04-14,1
"9486",2020-06-23,20210347,"DE","140.30",2020-11-12,32,2020-06-23,2021-12-22,1
"9487",2020-06-23,20210351,"DE","160.15",2020-07-21,21,2020-06-23,2023-01-16,1
"9488",2020-06-24,2394,"DPV","",2020-10-08,34,2019-10-12,2021-04-06,3
"9489",2020-06-24,15689,"DE","140.20",2020-07-10,36,2020-01-02,2022-09-29,2
"9490",2020-06-24,16112,"DE","120.05",2020-08-15,58,2020-06-24,2020-09-11,1
"9491",2020-06-24,23682,"DEP","130.52",2020-10-19,34,2020-02-07,2020-12-24,2
"9492",2020-06-24,120115,"DE","",2020-08-15,44,2020-03-12,2022-01-23,2
"9493",2020-06-24,157776,"DEP","215.51",2020-09-08,35,2020-03-11,2021-06-24,2
"9494",2020-06-24,10013682,"DE","265.03",2020-09-01,29,2020-06-24,2021-02-08,1
"9495",2020-06-24,20034773,"DEP","AC 000.00",2020-07-14,29,2020-06-24,2021-06-19,1
"9496",2020-06-24,20043081,"DE","130.52",2020-07-03,37,2020-06-24,2022-02-07,1
"9497",2020-06-24,20046243,"DE","",2020-09-18,26,2019-11-01,2023-01-12,3
"9498",2020-06-24,20062658,"DE","140.25",2020-07-23,44,2020-01-29,2022-09-16,2
"9499",2020-06-24,20107472,"DE","215.51",2020-06-25,23,2020-06-24,2021-08-10,1
"9500",2020-06-24,20159776,"DE","265.02",2021-05-26,23,2019-07-18,2020-06-24,2
"9501",2020-06-24,20165981,"DPV","",2020-10-10,24,2020-04-22,2020-06-24,2
"9502",2020-06-24,20175191,"DE","",2020-08-28,21,2019-12-03,2021-08-07,3
"9503",2020-06-24,20207156,"DE","120.05",2020-06-30,18,2019-09-21,2020-07-22,2
"9504",2020-06-24,20210352,"DE","265.03",2020-06-26,21,2020-06-24,2022-05-03,1
"9505",2020-06-25,17739,"DEP","AC 000.00",2020-10-10,40,2019-11-22,2022-05-18,2
"9506",2020-06-25,31964,"DE","140.25",2020-07-18,57,2020-06-25,2020-11-12,1
"9507",2020-06-25,47810,"DE","215.50",2020-07-02,45,2019-10-09,2022-10-26,2
"9508",2020-06-25,48428,"DPV","",2020-10-01,51,2020-06-25,2022-12-07,1
"9509",2020-06-25,50436,"DEP","120.14",2021-08-03,54,2020-06-25,2021-10-16,1
"9510",2020-06-25,103519,"DE","",2020-07-02,48,2019-10-24,2020-06-25,5
"9511",2020-06-25,153562,"DE","",2020-08-08,38,2019-12-02,2020-06-25,2
"9512",2020-06-25,153949,"DE","120.05",2020-09-04,30,2019-11-23,2022-08-28,3
"9513",2020-06-25,20032462,"DE","",2020-10-02,43,2020-02-11,2020-06-25,2
"9514",2020-06-25,20052616,"SSR","",2022-02-14,29,2020-03-11,2020-06-25,2
"9515",2020-06-25,20089229,"DE","120.05",2020-08-28,36,2019-10-09,2022-06-16,2
"9516",2020-06-25,20098444,"CS","215.50",2020-12-02,27,2020-06-25,2021-06-17,1
"9517",2020-06-25,20118133,"DE","AC 000.00",2020-07-23,41,2019-10-29,2021-02-06,2
"9518",2020-06-25,20127443,"DEP","215.50",2020-08-18,25,2019-09-12,2022-08-02,2
"9519",2020-06-25,20148083,"DPV","",2020-07-21,22,2020-06-25,2022-05-19,1
"9520",2020-06-25,20153853,"DEP","140.25",2020-08-26,28,2020-06-25,2021-06-07,1
"9521",2020-06-25,20210359,"DE","110-120.10",2021-07-15,41,2020-06-25,2022-03-28,1
"9522",2020-06-25,20210362,"DPV","",2020-08-08,30,2020-06-25,2021-03-10,1
"9523",2020-06-25,20210366,"DE","265.03",2020-06-28,18,2020-06-25,2022-11-29,1
"9524",2020-06-26,12116,"DE","120.05",2020-11-09,60,2019-09-18,2020-12-09,2
"9525",2020-06-26,24023,"DE","215.52",2020-07-23,40,2019-12-05,2020-11-02,2
"9526",2020-06-26,117678,"DE","140.30",2020-08-21,44,2020-02-11,2023-02-07,2
