"","date_","n_per_day_age_date","n_per_day_date","age_var"
"3514",2020-08-20,753,2696,"22-29"
"3515",2020-08-20,271,2696,"21 and under"
"3516",2022-08-25,1545,5381,"22-29"
"3517",2022-08-25,1677,5381,"30-39"
"3518",2022-08-25,947,5381,"40-49"
"3519",2022-08-25,494,5381,"21 and under"
"3520",2022-08-25,716,5381,"all ages 50+"
"3521",2021-08-26,1673,5219,"30-39"
"3522",2021-08-26,774,5219,"all ages 50+"
"3523",2021-08-26,1454,5219,"22-29"
"3524",2021-08-26,876,5219,"40-49"
"3525",2021-08-26,432,5219,"21 and under"
"3526",2020-08-27,398,2751,"all ages 50+"
"3527",2020-08-27,835,2751,"30-39"
"3528",2020-08-27,478,2751,"40-49"
"3529",2020-08-27,773,2751,"22-29"
"3530",2020-08-27,267,2751,"21 and under"
"3531",2022-12-01,1765,5659,"30-39"
"3532",2022-12-01,1590,5659,"22-29"
"3533",2022-12-01,754,5659,"all ages 50+"
"3534",2022-12-01,517,5659,"21 and under"
"3535",2022-12-01,1031,5659,"40-49"
"3536",2021-12-02,775,4701,"40-49"
"3537",2021-12-02,1349,4701,"22-29"
"3538",2021-12-02,430,4701,"21 and under"
"3539",2021-12-02,1470,4701,"30-39"
"3540",2021-12-02,673,4701,"all ages 50+"
"3541",2020-12-03,1119,3666,"30-39"
"3542",2020-12-03,552,3666,"all ages 50+"
"3543",2020-12-03,617,3666,"40-49"
"3544",2020-12-03,1044,3666,"22-29"
"3545",2020-12-03,333,3666,"21 and under"
"3546",2019-12-05,544,2159,"22-29"
"3547",2019-12-05,660,2159,"30-39"
"3548",2019-12-05,387,2159,"40-49"
"3549",2019-12-05,172,2159,"21 and under"
"3550",2019-12-05,395,2159,"all ages 50+"
"3551",2022-12-08,1785,5677,"30-39"
"3552",2022-12-08,1594,5677,"22-29"
"3553",2022-12-08,764,5677,"all ages 50+"
"3554",2022-12-08,512,5677,"21 and under"
"3555",2022-12-08,1021,5677,"40-49"
"3556",2021-12-09,1371,4785,"22-29"
"3557",2021-12-09,684,4785,"all ages 50+"
"3558",2021-12-09,441,4785,"21 and under"
"3559",2021-12-09,1494,4785,"30-39"
"3560",2021-12-09,788,4785,"40-49"
"3561",2020-12-10,1042,3739,"22-29"
"3562",2020-12-10,1155,3739,"30-39"
"3563",2020-12-10,571,3739,"all ages 50+"
"3564",2020-12-10,637,3739,"40-49"
"3565",2020-12-10,334,3739,"21 and under"
"3566",2019-12-12,573,2279,"22-29"
"3567",2019-12-12,431,2279,"all ages 50+"
"3568",2019-12-12,691,2279,"30-39"
"3569",2019-12-12,413,2279,"40-49"
"3570",2019-12-12,171,2279,"21 and under"
"3571",2022-12-15,1778,5671,"30-39"
"3572",2022-12-15,1608,5671,"22-29"
"3573",2022-12-15,750,5671,"all ages 50+"
"3574",2022-12-15,516,5671,"21 and under"
"3575",2022-12-15,1018,5671,"40-49"
"3576",2021-12-16,1350,4767,"22-29"
"3577",2021-12-16,1490,4767,"30-39"
"3578",2021-12-16,443,4767,"21 and under"
"3579",2021-12-16,795,4767,"40-49"
"3580",2021-12-16,686,4767,"all ages 50+"
"3581",2020-12-17,1075,3804,"22-29"
"3582",2020-12-17,1188,3804,"30-39"
"3583",2020-12-17,331,3804,"21 and under"
"3584",2020-12-17,579,3804,"all ages 50+"
"3585",2020-12-17,630,3804,"40-49"
"3586",2019-12-19,602,2319,"22-29"
"3587",2019-12-19,683,2319,"30-39"
"3588",2019-12-19,406,2319,"40-49"
"3589",2019-12-19,450,2319,"all ages 50+"
"3590",2019-12-19,178,2319,"21 and under"
"3591",2022-12-22,1758,5567,"30-39"
"3592",2022-12-22,1567,5567,"22-29"
"3593",2022-12-22,723,5567,"all ages 50+"
"3594",2022-12-22,514,5567,"21 and under"
"3595",2022-12-22,1005,5567,"40-49"
"3596",2021-12-23,1356,4767,"22-29"
"3597",2021-12-23,1486,4767,"30-39"
"3598",2021-12-23,458,4767,"21 and under"
"3599",2021-12-23,794,4767,"40-49"
"3600",2021-12-23,669,4767,"all ages 50+"
"3601",2020-12-24,1058,3785,"22-29"
"3602",2020-12-24,1187,3785,"30-39"
"3603",2020-12-24,328,3785,"21 and under"
"3604",2020-12-24,583,3785,"all ages 50+"
"3605",2020-12-24,629,3785,"40-49"
"3606",2019-12-26,592,2275,"22-29"
"3607",2019-12-26,428,2275,"all ages 50+"
"3608",2019-12-26,665,2275,"30-39"
"3609",2019-12-26,407,2275,"40-49"
"3610",2019-12-26,182,2275,"21 and under"
"3611",2022-12-29,1725,5505,"30-39"
"3612",2022-12-29,1549,5505,"22-29"
"3613",2022-12-29,721,5505,"all ages 50+"
"3614",2022-12-29,997,5505,"40-49"
"3615",2022-12-29,511,5505,"21 and under"
"3616",2021-12-30,1350,4718,"22-29"
"3617",2021-12-30,1465,4718,"30-39"
"3618",2021-12-30,449,4718,"21 and under"
"3619",2021-12-30,802,4718,"40-49"
"3620",2021-12-30,648,4718,"all ages 50+"
"3621",2020-12-31,1072,3849,"22-29"
"3622",2020-12-31,1206,3849,"30-39"
"3623",2020-12-31,338,3849,"21 and under"
"3624",2020-12-31,591,3849,"all ages 50+"
"3625",2020-12-31,642,3849,"40-49"
"3626",2023-02-02,1812,5782,"30-39"
"3627",2023-02-02,1585,5782,"22-29"
"3628",2023-02-02,543,5782,"21 and under"
"3629",2023-02-02,1064,5782,"40-49"
"3630",2023-02-02,776,5782,"all ages 50+"
"3631",2021-02-04,1168,4240,"22-29"
"3632",2021-02-04,1343,4240,"30-39"
"3633",2021-02-04,703,4240,"40-49"
"3634",2021-02-04,359,4240,"21 and under"
"3635",2021-02-04,667,4240,"all ages 50+"
"3636",2020-02-06,803,2765,"30-39"
"3637",2020-02-06,737,2765,"22-29"
"3638",2020-02-06,478,2765,"40-49"
"3639",2020-02-06,517,2765,"all ages 50+"
"3640",2020-02-06,226,2765,"21 and under"
"3641",2023-02-09,1800,5746,"30-39"
"3642",2023-02-09,1569,5746,"22-29"
"3643",2023-02-09,541,5746,"21 and under"
"3644",2023-02-09,1067,5746,"40-49"
"3645",2023-02-09,767,5746,"all ages 50+"
"3646",2022-02-10,1484,5003,"22-29"
"3647",2022-02-10,1533,5003,"30-39"
"3648",2022-02-10,457,5003,"21 and under"
"3649",2022-02-10,661,5003,"all ages 50+"
"3650",2022-02-10,865,5003,"40-49"
"3651",2021-02-11,714,4283,"40-49"
"3652",2021-02-11,1179,4283,"22-29"
"3653",2021-02-11,362,4283,"21 and under"
"3654",2021-02-11,1358,4283,"30-39"
"3655",2021-02-11,668,4283,"all ages 50+"
"3656",2020-02-13,744,2804,"22-29"
"3657",2020-02-13,491,2804,"40-49"
"3658",2020-02-13,821,2804,"30-39"
"3659",2020-02-13,511,2804,"all ages 50+"
"3660",2020-02-13,230,2804,"21 and under"
"3661",2022-02-17,1494,5065,"22-29"
"3662",2022-02-17,467,5065,"21 and under"
"3663",2022-02-17,675,5065,"all ages 50+"
"3664",2022-02-17,876,5065,"40-49"
"3665",2022-02-17,1548,5065,"30-39"
"3666",2021-02-18,1394,4367,"30-39"
"3667",2021-02-18,1197,4367,"22-29"
"3668",2021-02-18,375,4367,"21 and under"
"3669",2021-02-18,673,4367,"all ages 50+"
"3670",2021-02-18,728,4367,"40-49"
"3671",2020-02-20,764,2930,"22-29"
"3672",2020-02-20,533,2930,"all ages 50+"
"3673",2020-02-20,879,2930,"30-39"
"3674",2020-02-20,240,2930,"21 and under"
"3675",2020-02-20,509,2930,"40-49"
"3676",2022-02-24,1511,5149,"22-29"
"3677",2022-02-24,681,5149,"all ages 50+"
"3678",2022-02-24,895,5149,"40-49"
"3679",2022-02-24,1575,5149,"30-39"
"3680",2022-02-24,483,5149,"21 and under"
"3681",2021-02-25,1405,4414,"30-39"
"3682",2021-02-25,673,4414,"all ages 50+"
"3683",2021-02-25,385,4414,"21 and under"
"3684",2021-02-25,1219,4414,"22-29"
"3685",2021-02-25,727,4414,"40-49"
"3686",2020-02-27,896,3004,"30-39"
"3687",2020-02-27,519,3004,"40-49"
"3688",2020-02-27,782,3004,"22-29"
"3689",2020-02-27,546,3004,"all ages 50+"
"3690",2020-02-27,258,3004,"21 and under"
"3691",2020-01-02,597,2256,"22-29"
"3692",2020-01-02,430,2256,"all ages 50+"
"3693",2020-01-02,647,2256,"30-39"
"3694",2020-01-02,409,2256,"40-49"
"3695",2020-01-02,171,2256,"21 and under"
"3696",2023-01-05,997,5566,"40-49"
"3697",2023-01-05,1751,5566,"30-39"
"3698",2023-01-05,1574,5566,"22-29"
"3699",2023-01-05,734,5566,"all ages 50+"
"3700",2023-01-05,507,5566,"21 and under"
"3701",2022-01-06,1381,4775,"22-29"
"3702",2022-01-06,1477,4775,"30-39"
"3703",2022-01-06,453,4775,"21 and under"
"3704",2022-01-06,802,4775,"40-49"
"3705",2022-01-06,658,4775,"all ages 50+"
"3706",2021-01-07,1109,3938,"22-29"
"3707",2021-01-07,1231,3938,"30-39"
"3708",2021-01-07,651,3938,"40-49"
"3709",2021-01-07,337,3938,"21 and under"
"3710",2021-01-07,608,3938,"all ages 50+"
"3711",2020-01-09,630,2341,"22-29"
"3712",2020-01-09,452,2341,"all ages 50+"
"3713",2020-01-09,665,2341,"30-39"
"3714",2020-01-09,409,2341,"40-49"
"3715",2020-01-09,184,2341,"21 and under"
"3716",2023-01-12,1783,5693,"30-39"
"3717",2023-01-12,1597,5693,"22-29"
"3718",2023-01-12,759,5693,"all ages 50+"
"3719",2023-01-12,1028,5693,"40-49"
"3720",2023-01-12,524,5693,"21 and under"
"3721",2022-01-13,1396,4815,"22-29"
"3722",2022-01-13,1501,4815,"30-39"
"3723",2022-01-13,452,4815,"21 and under"
"3724",2022-01-13,798,4815,"40-49"
"3725",2022-01-13,661,4815,"all ages 50+"
"3726",2021-01-14,1139,4035,"22-29"
"3727",2021-01-14,1272,4035,"30-39"
"3728",2021-01-14,653,4035,"40-49"
"3729",2021-01-14,353,4035,"21 and under"
"3730",2021-01-14,618,4035,"all ages 50+"
"3731",2020-01-16,711,2491,"30-39"
"3732",2020-01-16,664,2491,"22-29"
"3733",2020-01-16,434,2491,"40-49"
"3734",2020-01-16,478,2491,"all ages 50+"
"3735",2020-01-16,202,2491,"21 and under"
"3736",2023-01-19,1809,5785,"30-39"
"3737",2023-01-19,1618,5785,"22-29"
"3738",2023-01-19,771,5785,"all ages 50+"
"3739",2023-01-19,1045,5785,"40-49"
"3740",2023-01-19,541,5785,"21 and under"
"3741",2021-01-21,1146,4099,"22-29"
"3742",2021-01-21,1307,4099,"30-39"
"3743",2021-01-21,671,4099,"40-49"
"3744",2021-01-21,627,4099,"all ages 50+"
"3745",2021-01-21,347,4099,"21 and under"
"3746",2020-01-23,754,2591,"30-39"
"3747",2020-01-23,670,2591,"22-29"
"3748",2020-01-23,459,2591,"40-49"
"3749",2020-01-23,499,2591,"all ages 50+"
"3750",2020-01-23,207,2591,"21 and under"
"3751",2023-01-26,1805,5759,"30-39"
"3752",2023-01-26,1593,5759,"22-29"
"3753",2023-01-26,1049,5759,"40-49"
"3754",2023-01-26,548,5759,"21 and under"
"3755",2023-01-26,763,5759,"all ages 50+"
"3756",2021-01-28,1149,4181,"22-29"
"3757",2021-01-28,1328,4181,"30-39"
"3758",2021-01-28,696,4181,"40-49"
"3759",2021-01-28,360,4181,"21 and under"
"3760",2021-01-28,646,4181,"all ages 50+"
"3761",2020-01-30,706,2683,"22-29"
"3762",2020-01-30,474,2683,"40-49"
"3763",2020-01-30,511,2683,"all ages 50+"
"3764",2020-01-30,781,2683,"30-39"
"3765",2020-01-30,209,2683,"21 and under"
"3766",2021-07-01,1577,4970,"30-39"
"3767",2021-07-01,413,4970,"21 and under"
"3768",2021-07-01,863,4970,"40-49"
"3769",2021-07-01,745,4970,"all ages 50+"
"3770",2021-07-01,1367,4970,"22-29"
"3771",2020-07-02,744,2387,"30-39"
"3772",2020-07-02,320,2387,"all ages 50+"
"3773",2020-07-02,404,2387,"40-49"
"3774",2020-07-02,695,2387,"22-29"
"3775",2020-07-02,224,2387,"21 and under"
"3776",2022-07-07,1550,5300,"22-29"
"3777",2022-07-07,1639,5300,"30-39"
"3778",2022-07-07,639,5300,"all ages 50+"
"3779",2022-07-07,497,5300,"21 and under"
"3780",2022-07-07,975,5300,"40-49"
"3781",2021-07-08,1603,5017,"30-39"
"3782",2021-07-08,413,5017,"21 and under"
"3783",2021-07-08,861,5017,"40-49"
"3784",2021-07-08,751,5017,"all ages 50+"
"3785",2021-07-08,1378,5017,"22-29"
"3786",2020-07-09,759,2409,"30-39"
"3787",2020-07-09,320,2409,"all ages 50+"
"3788",2020-07-09,421,2409,"40-49"
"3789",2020-07-09,691,2409,"22-29"
"3790",2020-07-09,218,2409,"21 and under"
"3791",2022-07-14,1552,5327,"22-29"
"3792",2022-07-14,1652,5327,"30-39"
"3793",2022-07-14,971,5327,"40-49"
"3794",2022-07-14,654,5327,"all ages 50+"
"3795",2022-07-14,498,5327,"21 and under"
"3796",2021-07-15,1596,4990,"30-39"
"3797",2021-07-15,404,4990,"21 and under"
"3798",2021-07-15,858,4990,"40-49"
"3799",2021-07-15,747,4990,"all ages 50+"
"3800",2021-07-15,1375,4990,"22-29"
"3801",2020-07-16,334,2421,"all ages 50+"
"3802",2020-07-16,753,2421,"30-39"
"3803",2020-07-16,417,2421,"40-49"
"3804",2020-07-16,693,2421,"22-29"
"3805",2020-07-16,223,2421,"21 and under"
"3806",2022-07-21,1561,5337,"22-29"
"3807",2022-07-21,494,5337,"21 and under"
"3808",2022-07-21,1650,5337,"30-39"
"3809",2022-07-21,973,5337,"40-49"
"3810",2022-07-21,659,5337,"all ages 50+"
"3811",2021-07-22,1624,5071,"30-39"
"3812",2021-07-22,763,5071,"all ages 50+"
"3813",2021-07-22,407,5071,"21 and under"
"3814",2021-07-22,869,5071,"40-49"
"3815",2021-07-22,1400,5071,"22-29"
"3816",2020-07-23,764,2456,"30-39"
"3817",2020-07-23,335,2456,"all ages 50+"
"3818",2020-07-23,426,2456,"40-49"
"3819",2020-07-23,699,2456,"22-29"
"3820",2020-07-23,231,2456,"21 and under"
"3821",2022-07-28,1563,5365,"22-29"
"3822",2022-07-28,1652,5365,"30-39"
"3823",2022-07-28,980,5365,"40-49"
"3824",2022-07-28,672,5365,"all ages 50+"
"3825",2022-07-28,497,5365,"21 and under"
"3826",2021-07-29,1638,5082,"30-39"
"3827",2021-07-29,1400,5082,"22-29"
"3828",2021-07-29,769,5082,"all ages 50+"
"3829",2021-07-29,403,5082,"21 and under"
"3830",2021-07-29,864,5082,"40-49"
"3831",2020-07-30,766,2490,"30-39"
"3832",2020-07-30,427,2490,"40-49"
"3833",2020-07-30,713,2490,"22-29"
"3834",2020-07-30,234,2490,"21 and under"
"3835",2020-07-30,350,2490,"all ages 50+"
"3836",2022-06-02,1513,5119,"22-29"
"3837",2022-06-02,1589,5119,"30-39"
"3838",2022-06-02,491,5119,"21 and under"
"3839",2022-06-02,895,5119,"40-49"
"3840",2022-06-02,630,5119,"all ages 50+"
"3841",2021-06-03,1548,4805,"30-39"
"3842",2021-06-03,833,4805,"40-49"
"3843",2021-06-03,1304,4805,"22-29"
"3844",2021-06-03,389,4805,"21 and under"
"3845",2021-06-03,727,4805,"all ages 50+"
"3846",2020-06-04,705,2376,"22-29"
"3847",2020-06-04,721,2376,"30-39"
"3848",2020-06-04,331,2376,"all ages 50+"
"3849",2020-06-04,224,2376,"21 and under"
"3850",2020-06-04,395,2376,"40-49"
"3851",2022-06-09,1519,5159,"22-29"
"3852",2022-06-09,1613,5159,"30-39"
"3853",2022-06-09,496,5159,"21 and under"
"3854",2022-06-09,894,5159,"40-49"
"3855",2022-06-09,636,5159,"all ages 50+"
"3856",2021-06-10,833,4842,"40-49"
"3857",2021-06-10,1559,4842,"30-39"
"3858",2021-06-10,1318,4842,"22-29"
"3859",2021-06-10,392,4842,"21 and under"
"3860",2021-06-10,736,4842,"all ages 50+"
"3861",2020-06-11,702,2374,"22-29"
"3862",2020-06-11,729,2374,"30-39"
"3863",2020-06-11,395,2374,"40-49"
"3864",2020-06-11,319,2374,"all ages 50+"
"3865",2020-06-11,228,2374,"21 and under"
"3866",2022-06-16,1521,5207,"22-29"
"3867",2022-06-16,915,5207,"40-49"
"3868",2022-06-16,1628,5207,"30-39"
"3869",2022-06-16,504,5207,"21 and under"
"3870",2022-06-16,639,5207,"all ages 50+"
"3871",2021-06-17,852,4888,"40-49"
"3872",2021-06-17,1552,4888,"30-39"
"3873",2021-06-17,1344,4888,"22-29"
"3874",2021-06-17,396,4888,"21 and under"
"3875",2021-06-17,739,4888,"all ages 50+"
"3876",2020-06-18,696,2377,"22-29"
"3877",2020-06-18,395,2377,"40-49"
"3878",2020-06-18,315,2377,"all ages 50+"
"3879",2020-06-18,227,2377,"21 and under"
"3880",2020-06-18,743,2377,"30-39"
"3881",2022-06-23,1517,5212,"22-29"
"3882",2022-06-23,920,5212,"40-49"
"3883",2022-06-23,1621,5212,"30-39"
"3884",2022-06-23,503,5212,"21 and under"
"3885",2022-06-23,650,5212,"all ages 50+"
"3886",2021-06-24,1583,4978,"30-39"
"3887",2021-06-24,865,4978,"40-49"
"3888",2021-06-24,1359,4978,"22-29"
"3889",2021-06-24,413,4978,"21 and under"
"3890",2021-06-24,752,4978,"all ages 50+"
"3891",2020-06-25,749,2384,"30-39"
"3892",2020-06-25,694,2384,"22-29"
"3893",2020-06-25,396,2384,"40-49"
"3894",2020-06-25,316,2384,"all ages 50+"
"3895",2020-06-25,228,2384,"21 and under"
"3896",2022-06-30,1538,5269,"22-29"
"3897",2022-06-30,937,5269,"40-49"
"3898",2022-06-30,1639,5269,"30-39"
"3899",2022-06-30,650,5269,"all ages 50+"
"3900",2022-06-30,504,5269,"21 and under"
"3901",2022-03-03,1495,5146,"22-29"
"3902",2022-03-03,892,5146,"40-49"
"3903",2022-03-03,696,5146,"all ages 50+"
"3904",2022-03-03,1563,5146,"30-39"
"3905",2022-03-03,496,5146,"21 and under"
"3906",2021-03-04,1421,4479,"30-39"
"3907",2021-03-04,670,4479,"all ages 50+"
"3908",2021-03-04,397,4479,"21 and under"
"3909",2021-03-04,1244,4479,"22-29"
"3910",2021-03-04,744,4479,"40-49"
"3911",2020-03-05,810,3104,"22-29"
"3912",2020-03-05,573,3104,"all ages 50+"
"3913",2020-03-05,928,3104,"30-39"
"3914",2020-03-05,534,3104,"40-49"
"3915",2020-03-05,257,3104,"21 and under"
"3916",2022-03-10,1494,5160,"22-29"
"3917",2022-03-10,1556,5160,"30-39"
"3918",2022-03-10,704,5160,"all ages 50+"
"3919",2022-03-10,501,5160,"21 and under"
"3920",2022-03-10,899,5160,"40-49"
"3921",2021-03-11,1446,4544,"30-39"
"3922",2021-03-11,401,4544,"21 and under"
"3923",2021-03-11,1252,4544,"22-29"
"3924",2021-03-11,762,4544,"40-49"
"3925",2021-03-11,681,4544,"all ages 50+"
"3926",2020-03-12,830,3183,"22-29"
"3927",2020-03-12,584,3183,"all ages 50+"
"3928",2020-03-12,946,3183,"30-39"
"3929",2020-03-12,551,3183,"40-49"
"3930",2020-03-12,269,3183,"21 and under"
"3931",2022-03-17,1474,5118,"22-29"
"3932",2022-03-17,700,5118,"all ages 50+"
"3933",2022-03-17,881,5118,"40-49"
"3934",2022-03-17,1563,5118,"30-39"
"3935",2022-03-17,496,5118,"21 and under"
"3936",2021-03-18,1260,4616,"22-29"
"3937",2021-03-18,788,4616,"40-49"
"3938",2021-03-18,672,4616,"all ages 50+"
"3939",2021-03-18,1483,4616,"30-39"
"3940",2021-03-18,412,4616,"21 and under"
"3941",2020-03-19,970,3255,"30-39"
"3942",2020-03-19,589,3255,"all ages 50+"
"3943",2020-03-19,571,3255,"40-49"
"3944",2020-03-19,855,3255,"22-29"
"3945",2020-03-19,270,3255,"21 and under"
"3946",2022-03-24,1459,5088,"22-29"
"3947",2022-03-24,686,5088,"all ages 50+"
"3948",2022-03-24,1559,5088,"30-39"
"3949",2022-03-24,886,5088,"40-49"
"3950",2022-03-24,494,5088,"21 and under"
"3951",2021-03-25,1275,4689,"22-29"
"3952",2021-03-25,798,4689,"40-49"
"3953",2021-03-25,699,4689,"all ages 50+"
"3954",2021-03-25,408,4689,"21 and under"
"3955",2021-03-25,1504,4689,"30-39"
"3956",2020-03-26,544,3115,"all ages 50+"
"3957",2020-03-26,835,3115,"22-29"
"3958",2020-03-26,928,3115,"30-39"
"3959",2020-03-26,557,3115,"40-49"
"3960",2020-03-26,251,3115,"21 and under"
"3961",2022-03-31,1447,5026,"22-29"
"3962",2022-03-31,1541,5026,"30-39"
"3963",2022-03-31,871,5026,"40-49"
"3964",2022-03-31,493,5026,"21 and under"
"3965",2022-03-31,668,5026,"all ages 50+"
"3966",2022-05-05,1483,5011,"22-29"
"3967",2022-05-05,1528,5011,"30-39"
"3968",2022-05-05,474,5011,"21 and under"
"3969",2022-05-05,864,5011,"40-49"
"3970",2022-05-05,658,5011,"all ages 50+"
"3971",2021-05-06,1501,4681,"30-39"
"3972",2021-05-06,367,4681,"21 and under"
"3973",2021-05-06,1277,4681,"22-29"
"3974",2021-05-06,830,4681,"40-49"
"3975",2021-05-06,703,4681,"all ages 50+"
"3976",2020-05-07,665,2182,"30-39"
"3977",2020-05-07,275,2182,"all ages 50+"
"3978",2020-05-07,358,2182,"40-49"
"3979",2020-05-07,219,2182,"21 and under"
"3980",2020-05-07,665,2182,"22-29"
"3981",2022-05-12,1496,5025,"22-29"
"3982",2022-05-12,1549,5025,"30-39"
"3983",2022-05-12,860,5025,"40-49"
"3984",2022-05-12,471,5025,"21 and under"
"3985",2022-05-12,648,5025,"all ages 50+"
"3986",2021-05-13,1505,4693,"30-39"
"3987",2021-05-13,827,4693,"40-49"
"3988",2021-05-13,1282,4693,"22-29"
"3989",2021-05-13,376,4693,"21 and under"
"3990",2021-05-13,701,4693,"all ages 50+"
"3991",2020-05-14,693,2205,"30-39"
"3992",2020-05-14,364,2205,"40-49"
"3993",2020-05-14,285,2205,"all ages 50+"
"3994",2020-05-14,213,2205,"21 and under"
"3995",2020-05-14,650,2205,"22-29"
"3996",2022-05-19,1512,5111,"22-29"
"3997",2022-05-19,1570,5111,"30-39"
"3998",2022-05-19,875,5111,"40-49"
"3999",2022-05-19,487,5111,"21 and under"
"4000",2022-05-19,663,5111,"all ages 50+"
"4001",2021-05-20,1501,4689,"30-39"
"4002",2021-05-20,831,4689,"40-49"
"4003",2021-05-20,1276,4689,"22-29"
"4004",2021-05-20,372,4689,"21 and under"
"4005",2021-05-20,705,4689,"all ages 50+"
"4006",2020-05-21,713,2275,"30-39"
"4007",2020-05-21,369,2275,"40-49"
"4008",2020-05-21,303,2275,"all ages 50+"
"4009",2020-05-21,210,2275,"21 and under"
"4010",2020-05-21,678,2275,"22-29"
"4011",2022-05-26,1522,5093,"22-29"
"4012",2022-05-26,1575,5093,"30-39"
"4013",2022-05-26,486,5093,"21 and under"
"4014",2022-05-26,867,5093,"40-49"
"4015",2022-05-26,641,5093,"all ages 50+"
"4016",2021-05-27,1514,4745,"30-39"
"4017",2021-05-27,837,4745,"40-49"
"4018",2021-05-27,1282,4745,"22-29"
"4019",2021-05-27,388,4745,"21 and under"
"4020",2021-05-27,721,4745,"all ages 50+"
"4021",2020-05-28,696,2352,"22-29"
"4022",2020-05-28,319,2352,"all ages 50+"
"4023",2020-05-28,727,2352,"30-39"
"4024",2020-05-28,395,2352,"40-49"
"4025",2020-05-28,215,2352,"21 and under"
"4026",2022-11-03,1775,5677,"30-39"
"4027",2022-11-03,1599,5677,"22-29"
"4028",2022-11-03,1020,5677,"40-49"
"4029",2022-11-03,517,5677,"21 and under"
"4030",2022-11-03,763,5677,"all ages 50+"
"4031",2021-11-04,1371,4781,"22-29"
"4032",2021-11-04,1503,4781,"30-39"
"4033",2021-11-04,791,4781,"40-49"
"4034",2021-11-04,417,4781,"21 and under"
"4035",2021-11-04,692,4781,"all ages 50+"
"4036",2020-11-05,1037,3494,"30-39"
"4037",2020-11-05,1011,3494,"22-29"
"4038",2020-11-05,322,3494,"21 and under"
"4039",2020-11-05,519,3494,"all ages 50+"
"4040",2020-11-05,605,3494,"40-49"
"4041",2019-11-07,371,1427,"22-29"
"4042",2019-11-07,423,1427,"30-39"
"4043",2019-11-07,262,1427,"40-49"
"4044",2019-11-07,257,1427,"all ages 50+"
"4045",2019-11-07,111,1427,"21 and under"
"4046",2022-11-10,1768,5668,"30-39"
"4047",2022-11-10,1600,5668,"22-29"
"4048",2022-11-10,1025,5668,"40-49"
"4049",2022-11-10,514,5668,"21 and under"
"4050",2022-11-10,760,5668,"all ages 50+"
"4051",2021-11-11,785,4760,"40-49"
"4052",2021-11-11,690,4760,"all ages 50+"
"4053",2021-11-11,1493,4760,"30-39"
"4054",2021-11-11,415,4760,"21 and under"
"4055",2021-11-11,1370,4760,"22-29"
"4056",2020-11-12,1046,3506,"30-39"
"4057",2020-11-12,523,3506,"all ages 50+"
"4058",2020-11-12,1014,3506,"22-29"
"4059",2020-11-12,324,3506,"21 and under"
"4060",2020-11-12,598,3506,"40-49"
"4061",2019-11-14,424,1678,"22-29"
"4062",2019-11-14,508,1678,"30-39"
"4063",2019-11-14,302,1678,"40-49"
"4064",2019-11-14,312,1678,"all ages 50+"
"4065",2019-11-14,132,1678,"21 and under"
"4066",2022-11-17,1761,5685,"30-39"
"4067",2022-11-17,1605,5685,"22-29"
"4068",2022-11-17,1026,5685,"40-49"
"4069",2022-11-17,526,5685,"21 and under"
"4070",2022-11-17,766,5685,"all ages 50+"
"4071",2021-11-18,1378,4765,"22-29"
"4072",2021-11-18,791,4765,"40-49"
"4073",2021-11-18,422,4765,"21 and under"
"4074",2021-11-18,1474,4765,"30-39"
"4075",2021-11-18,695,4765,"all ages 50+"
"4076",2020-11-19,1054,3549,"30-39"
"4077",2020-11-19,535,3549,"all ages 50+"
"4078",2020-11-19,330,3549,"21 and under"
"4079",2020-11-19,1021,3549,"22-29"
"4080",2020-11-19,608,3549,"40-49"
"4081",2019-11-21,480,1849,"22-29"
"4082",2019-11-21,564,1849,"30-39"
"4083",2019-11-21,332,1849,"40-49"
"4084",2019-11-21,147,1849,"21 and under"
"4085",2019-11-21,324,1849,"all ages 50+"
"4086",2022-11-24,1745,5627,"30-39"
"4087",2022-11-24,1580,5627,"22-29"
"4088",2022-11-24,755,5627,"all ages 50+"
"4089",2022-11-24,510,5627,"21 and under"
"4090",2022-11-24,1036,5627,"40-49"
