"","date_","n_per_day_age_date","n_per_day_date","age_var"
"2909",2021-01-31,356,4211,"21 and under"
"2910",2021-01-31,664,4211,"all ages 50+"
"2911",2022-07-03,1530,5245,"22-29"
"2912",2022-07-03,1634,5245,"30-39"
"2913",2022-07-03,642,5245,"all ages 50+"
"2914",2022-07-03,499,5245,"21 and under"
"2915",2022-07-03,939,5245,"40-49"
"2916",2021-07-04,1571,4950,"30-39"
"2917",2021-07-04,859,4950,"40-49"
"2918",2021-07-04,410,4950,"21 and under"
"2919",2021-07-04,741,4950,"all ages 50+"
"2920",2021-07-04,1362,4950,"22-29"
"2921",2020-07-05,751,2401,"30-39"
"2922",2020-07-05,326,2401,"all ages 50+"
"2923",2020-07-05,407,2401,"40-49"
"2924",2020-07-05,695,2401,"22-29"
"2925",2020-07-05,222,2401,"21 and under"
"2926",2022-07-10,1537,5297,"22-29"
"2927",2022-07-10,1639,5297,"30-39"
"2928",2022-07-10,650,5297,"all ages 50+"
"2929",2022-07-10,975,5297,"40-49"
"2930",2022-07-10,496,5297,"21 and under"
"2931",2021-07-11,1594,5008,"30-39"
"2932",2021-07-11,1379,5008,"22-29"
"2933",2021-07-11,756,5008,"all ages 50+"
"2934",2021-07-11,408,5008,"21 and under"
"2935",2021-07-11,862,5008,"40-49"
"2936",2020-07-12,329,2411,"all ages 50+"
"2937",2020-07-12,756,2411,"30-39"
"2938",2020-07-12,419,2411,"40-49"
"2939",2020-07-12,688,2411,"22-29"
"2940",2020-07-12,219,2411,"21 and under"
"2941",2022-07-17,1544,5298,"22-29"
"2942",2022-07-17,1643,5298,"30-39"
"2943",2022-07-17,493,5298,"21 and under"
"2944",2022-07-17,659,5298,"all ages 50+"
"2945",2022-07-17,958,5298,"40-49"
"2946",2021-07-18,1609,4999,"30-39"
"2947",2021-07-18,1379,4999,"22-29"
"2948",2021-07-18,746,4999,"all ages 50+"
"2949",2021-07-18,401,4999,"21 and under"
"2950",2021-07-18,856,4999,"40-49"
"2951",2020-07-19,746,2429,"30-39"
"2952",2020-07-19,333,2429,"all ages 50+"
"2953",2020-07-19,419,2429,"40-49"
"2954",2020-07-19,701,2429,"22-29"
"2955",2020-07-19,229,2429,"21 and under"
"2956",2022-07-24,1554,5333,"22-29"
"2957",2022-07-24,1645,5333,"30-39"
"2958",2022-07-24,977,5333,"40-49"
"2959",2022-07-24,663,5333,"all ages 50+"
"2960",2022-07-24,493,5333,"21 and under"
"2961",2021-07-25,1624,5056,"30-39"
"2962",2021-07-25,397,5056,"21 and under"
"2963",2021-07-25,860,5056,"40-49"
"2964",2021-07-25,768,5056,"all ages 50+"
"2965",2021-07-25,1393,5056,"22-29"
"2966",2020-07-26,763,2471,"30-39"
"2967",2020-07-26,704,2471,"22-29"
"2968",2020-07-26,234,2471,"21 and under"
"2969",2020-07-26,428,2471,"40-49"
"2970",2020-07-26,342,2471,"all ages 50+"
"2971",2022-07-31,1573,5371,"22-29"
"2972",2022-07-31,1638,5371,"30-39"
"2973",2022-07-31,683,5371,"all ages 50+"
"2974",2022-07-31,974,5371,"40-49"
"2975",2022-07-31,497,5371,"21 and under"
"2976",2022-06-05,1507,5105,"22-29"
"2977",2022-06-05,1586,5105,"30-39"
"2978",2022-06-05,492,5105,"21 and under"
"2979",2022-06-05,892,5105,"40-49"
"2980",2022-06-05,627,5105,"all ages 50+"
"2981",2021-06-06,1548,4811,"30-39"
"2982",2021-06-06,832,4811,"40-49"
"2983",2021-06-06,396,4811,"21 and under"
"2984",2021-06-06,1301,4811,"22-29"
"2985",2021-06-06,730,4811,"all ages 50+"
"2986",2020-06-07,721,2363,"30-39"
"2987",2020-06-07,387,2363,"40-49"
"2988",2020-06-07,329,2363,"all ages 50+"
"2989",2020-06-07,227,2363,"21 and under"
"2990",2020-06-07,699,2363,"22-29"
"2991",2022-06-12,1519,5159,"22-29"
"2992",2022-06-12,1613,5159,"30-39"
"2993",2022-06-12,496,5159,"21 and under"
"2994",2022-06-12,894,5159,"40-49"
"2995",2022-06-12,636,5159,"all ages 50+"
"2996",2021-06-13,1554,4856,"30-39"
"2997",2021-06-13,833,4856,"40-49"
"2998",2021-06-13,391,4856,"21 and under"
"2999",2021-06-13,1327,4856,"22-29"
"3000",2021-06-13,745,4856,"all ages 50+"
"3001",2020-06-14,388,2365,"40-49"
"3002",2020-06-14,319,2365,"all ages 50+"
"3003",2020-06-14,696,2365,"22-29"
"3004",2020-06-14,227,2365,"21 and under"
"3005",2020-06-14,733,2365,"30-39"
"3006",2022-06-19,1517,5212,"22-29"
"3007",2022-06-19,920,5212,"40-49"
"3008",2022-06-19,1621,5212,"30-39"
"3009",2022-06-19,503,5212,"21 and under"
"3010",2022-06-19,650,5212,"all ages 50+"
"3011",2021-06-20,853,4919,"40-49"
"3012",2021-06-20,1568,4919,"30-39"
"3013",2021-06-20,1351,4919,"22-29"
"3014",2021-06-20,403,4919,"21 and under"
"3015",2021-06-20,735,4919,"all ages 50+"
"3016",2020-06-21,394,2376,"40-49"
"3017",2020-06-21,700,2376,"22-29"
"3018",2020-06-21,317,2376,"all ages 50+"
"3019",2020-06-21,220,2376,"21 and under"
"3020",2020-06-21,744,2376,"30-39"
"3021",2022-06-26,1533,5269,"22-29"
"3022",2022-06-26,947,5269,"40-49"
"3023",2022-06-26,1636,5269,"30-39"
"3024",2022-06-26,652,5269,"all ages 50+"
"3025",2022-06-26,500,5269,"21 and under"
"3026",2021-06-27,1360,4957,"22-29"
"3027",2021-06-27,1576,4957,"30-39"
"3028",2021-06-27,413,4957,"21 and under"
"3029",2021-06-27,737,4957,"all ages 50+"
"3030",2021-06-27,863,4957,"40-49"
"3031",2020-06-28,748,2383,"30-39"
"3032",2020-06-28,405,2383,"40-49"
"3033",2020-06-28,684,2383,"22-29"
"3034",2020-06-28,319,2383,"all ages 50+"
"3035",2020-06-28,227,2383,"21 and under"
"3036",2020-03-01,916,3069,"30-39"
"3037",2020-03-01,531,3069,"40-49"
"3038",2020-03-01,792,3069,"22-29"
"3039",2020-03-01,570,3069,"all ages 50+"
"3040",2020-03-01,258,3069,"21 and under"
"3041",2022-03-06,1495,5146,"22-29"
"3042",2022-03-06,892,5146,"40-49"
"3043",2022-03-06,696,5146,"all ages 50+"
"3044",2022-03-06,1563,5146,"30-39"
"3045",2022-03-06,496,5146,"21 and under"
"3046",2021-03-07,673,4503,"all ages 50+"
"3047",2021-03-07,1250,4503,"22-29"
"3048",2021-03-07,746,4503,"40-49"
"3049",2021-03-07,1430,4503,"30-39"
"3050",2021-03-07,400,4503,"21 and under"
"3051",2020-03-08,812,3140,"22-29"
"3052",2020-03-08,929,3140,"30-39"
"3053",2020-03-08,586,3140,"all ages 50+"
"3054",2020-03-08,546,3140,"40-49"
"3055",2020-03-08,265,3140,"21 and under"
"3056",2022-03-13,1482,5122,"22-29"
"3057",2022-03-13,1560,5122,"30-39"
"3058",2022-03-13,701,5122,"all ages 50+"
"3059",2022-03-13,496,5122,"21 and under"
"3060",2022-03-13,880,5122,"40-49"
"3061",2021-03-14,1475,4576,"30-39"
"3062",2021-03-14,1246,4576,"22-29"
"3063",2021-03-14,773,4576,"40-49"
"3064",2021-03-14,676,4576,"all ages 50+"
"3065",2021-03-14,404,4576,"21 and under"
"3066",2020-03-15,830,3183,"22-29"
"3067",2020-03-15,584,3183,"all ages 50+"
"3068",2020-03-15,946,3183,"30-39"
"3069",2020-03-15,551,3183,"40-49"
"3070",2020-03-15,269,3183,"21 and under"
"3071",2022-03-20,1463,5102,"22-29"
"3072",2022-03-20,1558,5102,"30-39"
"3073",2022-03-20,498,5102,"21 and under"
"3074",2022-03-20,692,5102,"all ages 50+"
"3075",2022-03-20,886,5102,"40-49"
"3076",2021-03-21,1473,4612,"30-39"
"3077",2021-03-21,1260,4612,"22-29"
"3078",2021-03-21,788,4612,"40-49"
"3079",2021-03-21,678,4612,"all ages 50+"
"3080",2021-03-21,411,4612,"21 and under"
"3081",2020-03-22,583,3183,"all ages 50+"
"3082",2020-03-22,845,3183,"22-29"
"3083",2020-03-22,939,3183,"30-39"
"3084",2020-03-22,556,3183,"40-49"
"3085",2020-03-22,260,3183,"21 and under"
"3086",2022-03-27,1459,5073,"22-29"
"3087",2022-03-27,690,5073,"all ages 50+"
"3088",2022-03-27,1550,5073,"30-39"
"3089",2022-03-27,877,5073,"40-49"
"3090",2022-03-27,491,5073,"21 and under"
"3091",2021-03-28,1506,4711,"30-39"
"3092",2021-03-28,411,4711,"21 and under"
"3093",2021-03-28,1276,4711,"22-29"
"3094",2021-03-28,805,4711,"40-49"
"3095",2021-03-28,711,4711,"all ages 50+"
"3096",2020-03-29,745,2763,"22-29"
"3097",2020-03-29,456,2763,"all ages 50+"
"3098",2020-03-29,842,2763,"30-39"
"3099",2020-03-29,487,2763,"40-49"
"3100",2020-03-29,233,2763,"21 and under"
"3101",2022-05-01,1474,4974,"22-29"
"3102",2022-05-01,1515,4974,"30-39"
"3103",2022-05-01,473,4974,"21 and under"
"3104",2022-05-01,849,4974,"40-49"
"3105",2022-05-01,657,4974,"all ages 50+"
"3106",2021-05-02,1496,4717,"30-39"
"3107",2021-05-02,379,4717,"21 and under"
"3108",2021-05-02,1289,4717,"22-29"
"3109",2021-05-02,831,4717,"40-49"
"3110",2021-05-02,720,4717,"all ages 50+"
"3111",2020-05-03,633,2135,"22-29"
"3112",2020-05-03,657,2135,"30-39"
"3113",2020-05-03,222,2135,"21 and under"
"3114",2020-05-03,268,2135,"all ages 50+"
"3115",2020-05-03,353,2135,"40-49"
"3116",2022-05-08,1479,5007,"22-29"
"3117",2022-05-08,1537,5007,"30-39"
"3118",2022-05-08,469,5007,"21 and under"
"3119",2022-05-08,865,5007,"40-49"
"3120",2022-05-08,653,5007,"all ages 50+"
"3121",2021-05-09,1492,4674,"30-39"
"3122",2021-05-09,824,4674,"40-49"
"3123",2021-05-09,1285,4674,"22-29"
"3124",2021-05-09,372,4674,"21 and under"
"3125",2021-05-09,700,4674,"all ages 50+"
"3126",2020-05-10,665,2203,"22-29"
"3127",2020-05-10,677,2203,"30-39"
"3128",2020-05-10,216,2203,"21 and under"
"3129",2020-05-10,280,2203,"all ages 50+"
"3130",2020-05-10,364,2203,"40-49"
"3131",2022-05-15,1507,5051,"22-29"
"3132",2022-05-15,1557,5051,"30-39"
"3133",2022-05-15,859,5051,"40-49"
"3134",2022-05-15,473,5051,"21 and under"
"3135",2022-05-15,651,5051,"all ages 50+"
"3136",2021-05-16,1488,4675,"30-39"
"3137",2021-05-16,828,4675,"40-49"
"3138",2021-05-16,1278,4675,"22-29"
"3139",2021-05-16,371,4675,"21 and under"
"3140",2021-05-16,709,4675,"all ages 50+"
"3141",2020-05-17,701,2249,"30-39"
"3142",2020-05-17,364,2249,"40-49"
"3143",2020-05-17,293,2249,"all ages 50+"
"3144",2020-05-17,219,2249,"21 and under"
"3145",2020-05-17,672,2249,"22-29"
"3146",2022-05-22,1510,5065,"22-29"
"3147",2022-05-22,1558,5065,"30-39"
"3148",2022-05-22,867,5065,"40-49"
"3149",2022-05-22,486,5065,"21 and under"
"3150",2022-05-22,643,5065,"all ages 50+"
"3151",2021-05-23,1501,4703,"30-39"
"3152",2021-05-23,833,4703,"40-49"
"3153",2021-05-23,1277,4703,"22-29"
"3154",2021-05-23,378,4703,"21 and under"
"3155",2021-05-23,708,4703,"all ages 50+"
"3156",2020-05-24,683,2311,"22-29"
"3157",2020-05-24,309,2311,"all ages 50+"
"3158",2020-05-24,383,2311,"40-49"
"3159",2020-05-24,726,2311,"30-39"
"3160",2020-05-24,210,2311,"21 and under"
"3161",2022-05-29,1523,5080,"22-29"
"3162",2022-05-29,1571,5080,"30-39"
"3163",2022-05-29,479,5080,"21 and under"
"3164",2022-05-29,872,5080,"40-49"
"3165",2022-05-29,633,5080,"all ages 50+"
"3166",2021-05-30,826,4767,"40-49"
"3167",2021-05-30,1527,4767,"30-39"
"3168",2021-05-30,1290,4767,"22-29"
"3169",2021-05-30,390,4767,"21 and under"
"3170",2021-05-30,728,4767,"all ages 50+"
"3171",2020-05-31,705,2359,"22-29"
"3172",2020-05-31,212,2359,"21 and under"
"3173",2020-05-31,318,2359,"all ages 50+"
"3174",2020-05-31,396,2359,"40-49"
"3175",2020-05-31,727,2359,"30-39"
"3176",2020-11-01,507,3446,"all ages 50+"
"3177",2020-11-01,1031,3446,"30-39"
"3178",2020-11-01,998,3446,"22-29"
"3179",2020-11-01,595,3446,"40-49"
"3180",2020-11-01,314,3446,"21 and under"
"3181",2019-11-03,325,1307,"22-29"
"3182",2019-11-03,99,1307,"21 and under"
"3183",2019-11-03,405,1307,"30-39"
"3184",2019-11-03,238,1307,"all ages 50+"
"3185",2019-11-03,238,1307,"40-49"
"3186",2022-11-06,1747,5636,"30-39"
"3187",2022-11-06,1588,5636,"22-29"
"3188",2022-11-06,1019,5636,"40-49"
"3189",2022-11-06,521,5636,"21 and under"
"3190",2022-11-06,757,5636,"all ages 50+"
"3191",2021-11-07,785,4760,"40-49"
"3192",2021-11-07,690,4760,"all ages 50+"
"3193",2021-11-07,1493,4760,"30-39"
"3194",2021-11-07,415,4760,"21 and under"
"3195",2021-11-07,1370,4760,"22-29"
"3196",2020-11-08,523,3476,"all ages 50+"
"3197",2020-11-08,1032,3476,"30-39"
"3198",2020-11-08,1008,3476,"22-29"
"3199",2020-11-08,591,3476,"40-49"
"3200",2020-11-08,322,3476,"21 and under"
"3201",2019-11-10,400,1521,"22-29"
"3202",2019-11-10,449,1521,"30-39"
"3203",2019-11-10,271,1521,"40-49"
"3204",2019-11-10,126,1521,"21 and under"
"3205",2019-11-10,274,1521,"all ages 50+"
"3206",2022-11-13,1764,5648,"30-39"
"3207",2022-11-13,1584,5648,"22-29"
"3208",2022-11-13,1020,5648,"40-49"
"3209",2022-11-13,523,5648,"21 and under"
"3210",2022-11-13,755,5648,"all ages 50+"
"3211",2021-11-14,785,4760,"40-49"
"3212",2021-11-14,690,4760,"all ages 50+"
"3213",2021-11-14,1493,4760,"30-39"
"3214",2021-11-14,415,4760,"21 and under"
"3215",2021-11-14,1370,4760,"22-29"
"3216",2020-11-15,1045,3550,"30-39"
"3217",2020-11-15,1026,3550,"22-29"
"3218",2020-11-15,333,3550,"21 and under"
"3219",2020-11-15,537,3550,"all ages 50+"
"3220",2020-11-15,609,3550,"40-49"
"3221",2019-11-17,458,1756,"22-29"
"3222",2019-11-17,539,1756,"30-39"
"3223",2019-11-17,319,1756,"40-49"
"3224",2019-11-17,309,1756,"all ages 50+"
"3225",2019-11-17,131,1756,"21 and under"
"3226",2022-11-20,1749,5670,"30-39"
"3227",2022-11-20,1607,5670,"22-29"
"3228",2022-11-20,765,5670,"all ages 50+"
"3229",2022-11-20,520,5670,"21 and under"
"3230",2022-11-20,1029,5670,"40-49"
"3231",2021-11-21,1382,4769,"22-29"
"3232",2021-11-21,427,4769,"21 and under"
"3233",2021-11-21,1470,4769,"30-39"
"3234",2021-11-21,789,4769,"40-49"
"3235",2021-11-21,697,4769,"all ages 50+"
"3236",2020-11-22,611,3611,"40-49"
"3237",2020-11-22,1083,3611,"30-39"
"3238",2020-11-22,545,3611,"all ages 50+"
"3239",2020-11-22,334,3611,"21 and under"
"3240",2020-11-22,1037,3611,"22-29"
"3241",2019-11-24,499,1950,"22-29"
"3242",2019-11-24,594,1950,"30-39"
"3243",2019-11-24,343,1950,"40-49"
"3244",2019-11-24,158,1950,"21 and under"
"3245",2019-11-24,354,1950,"all ages 50+"
"3246",2022-11-27,1748,5636,"30-39"
"3247",2022-11-27,1586,5636,"22-29"
"3248",2022-11-27,759,5636,"all ages 50+"
"3249",2022-11-27,517,5636,"21 and under"
"3250",2022-11-27,1026,5636,"40-49"
"3251",2021-11-28,1385,4736,"22-29"
"3252",2021-11-28,1461,4736,"30-39"
"3253",2021-11-28,433,4736,"21 and under"
"3254",2021-11-28,683,4736,"all ages 50+"
"3255",2021-11-28,769,4736,"40-49"
"3256",2020-11-29,327,3638,"21 and under"
"3257",2020-11-29,1103,3638,"30-39"
"3258",2020-11-29,556,3638,"all ages 50+"
"3259",2020-11-29,611,3638,"40-49"
"3260",2020-11-29,1041,3638,"22-29"
"3261",2022-10-02,982,5576,"40-49"
"3262",2022-10-02,1717,5576,"30-39"
"3263",2022-10-02,1594,5576,"22-29"
"3264",2022-10-02,520,5576,"21 and under"
"3265",2022-10-02,762,5576,"all ages 50+"
"3266",2021-10-03,424,4897,"21 and under"
"3267",2021-10-03,803,4897,"40-49"
"3268",2021-10-03,1563,4897,"30-39"
"3269",2021-10-03,1398,4897,"22-29"
"3270",2021-10-03,706,4897,"all ages 50+"
"3271",2020-10-04,463,3127,"all ages 50+"
"3272",2020-10-04,896,3127,"22-29"
"3273",2020-10-04,514,3127,"40-49"
"3274",2020-10-04,950,3127,"30-39"
"3275",2020-10-04,304,3127,"21 and under"
"3276",2022-10-09,1725,5575,"30-39"
"3277",2022-10-09,1588,5575,"22-29"
"3278",2022-10-09,987,5575,"40-49"
"3279",2022-10-09,512,5575,"21 and under"
"3280",2022-10-09,760,5575,"all ages 50+"
"3281",2021-10-10,1399,4861,"22-29"
"3282",2021-10-10,795,4861,"40-49"
"3283",2021-10-10,694,4861,"all ages 50+"
"3284",2021-10-10,1525,4861,"30-39"
"3285",2021-10-10,442,4861,"21 and under"
"3286",2020-10-11,480,3210,"all ages 50+"
"3287",2020-10-11,924,3210,"22-29"
"3288",2020-10-11,546,3210,"40-49"
"3289",2020-10-11,952,3210,"30-39"
"3290",2020-10-11,308,3210,"21 and under"
"3291",2019-10-13,82,308,"22-29"
"3292",2019-10-13,85,308,"30-39"
"3293",2019-10-13,57,308,"all ages 50+"
"3294",2019-10-13,25,308,"21 and under"
"3295",2019-10-13,58,308,"40-49"
"3296",2022-10-16,771,5583,"all ages 50+"
"3297",2022-10-16,1572,5583,"22-29"
"3298",2022-10-16,1743,5583,"30-39"
"3299",2022-10-16,977,5583,"40-49"
"3300",2022-10-16,516,5583,"21 and under"
"3301",2021-10-17,1419,5139,"22-29"
"3302",2021-10-17,874,5139,"40-49"
"3303",2021-10-17,771,5139,"all ages 50+"
"3304",2021-10-17,1663,5139,"30-39"
"3305",2021-10-17,404,5139,"21 and under"
"3306",2020-10-18,975,3278,"30-39"
"3307",2020-10-18,934,3278,"22-29"
"3308",2020-10-18,310,3278,"21 and under"
"3309",2020-10-18,492,3278,"all ages 50+"
"3310",2020-10-18,566,3278,"40-49"
"3311",2019-10-20,199,662,"30-39"
"3312",2019-10-20,174,662,"22-29"
"3313",2019-10-20,124,662,"all ages 50+"
"3314",2019-10-20,123,662,"40-49"
"3315",2019-10-20,40,662,"21 and under"
"3316",2022-10-23,1751,5607,"30-39"
"3317",2022-10-23,756,5607,"all ages 50+"
"3318",2022-10-23,1577,5607,"22-29"
"3319",2022-10-23,1005,5607,"40-49"
"3320",2022-10-23,516,5607,"21 and under"
"3321",2021-10-24,1367,4827,"22-29"
"3322",2021-10-24,1524,4827,"30-39"
"3323",2021-10-24,694,4827,"all ages 50+"
"3324",2021-10-24,802,4827,"40-49"
"3325",2021-10-24,431,4827,"21 and under"
"3326",2020-10-25,1011,3390,"30-39"
"3327",2020-10-25,971,3390,"22-29"
"3328",2020-10-25,312,3390,"21 and under"
"3329",2020-10-25,503,3390,"all ages 50+"
"3330",2020-10-25,593,3390,"40-49"
"3331",2022-10-30,1759,5657,"30-39"
"3332",2022-10-30,1611,5657,"22-29"
"3333",2022-10-30,761,5657,"all ages 50+"
"3334",2022-10-30,1010,5657,"40-49"
"3335",2022-10-30,512,5657,"21 and under"
"3336",2021-10-31,1377,4802,"22-29"
"3337",2021-10-31,1512,4802,"30-39"
"3338",2021-10-31,794,4802,"40-49"
"3339",2021-10-31,425,4802,"21 and under"
"3340",2021-10-31,686,4802,"all ages 50+"
"3341",2022-09-04,1554,5418,"22-29"
"3342",2022-09-04,1679,5418,"30-39"
"3343",2022-09-04,966,5418,"40-49"
"3344",2022-09-04,498,5418,"21 and under"
"3345",2022-09-04,721,5418,"all ages 50+"
"3346",2021-09-05,1667,5254,"30-39"
"3347",2021-09-05,440,5254,"21 and under"
"3348",2021-09-05,1484,5254,"22-29"
"3349",2021-09-05,773,5254,"all ages 50+"
"3350",2021-09-05,881,5254,"40-49"
"3351",2020-09-06,409,2813,"all ages 50+"
"3352",2020-09-06,806,2813,"22-29"
"3353",2020-09-06,851,2813,"30-39"
"3354",2020-09-06,476,2813,"40-49"
"3355",2020-09-06,271,2813,"21 and under"
"3356",2022-09-11,1729,5542,"30-39"
"3357",2022-09-11,1569,5542,"22-29"
"3358",2022-09-11,516,5542,"21 and under"
"3359",2022-09-11,986,5542,"40-49"
"3360",2022-09-11,740,5542,"all ages 50+"
"3361",2021-09-12,1680,5279,"30-39"
"3362",2021-09-12,899,5279,"40-49"
"3363",2021-09-12,1477,5279,"22-29"
"3364",2021-09-12,781,5279,"all ages 50+"
"3365",2021-09-12,434,5279,"21 and under"
"3366",2020-09-13,854,2959,"22-29"
"3367",2020-09-13,437,2959,"all ages 50+"
"3368",2020-09-13,883,2959,"30-39"
"3369",2020-09-13,490,2959,"40-49"
"3370",2020-09-13,295,2959,"21 and under"
"3371",2022-09-18,1733,5583,"30-39"
"3372",2022-09-18,1594,5583,"22-29"
"3373",2022-09-18,511,5583,"21 and under"
"3374",2022-09-18,977,5583,"40-49"
"3375",2022-09-18,764,5583,"all ages 50+"
"3376",2021-09-19,1656,5246,"30-39"
"3377",2021-09-19,449,5246,"21 and under"
"3378",2021-09-19,1473,5246,"22-29"
"3379",2021-09-19,772,5246,"all ages 50+"
"3380",2021-09-19,890,5246,"40-49"
"3381",2020-09-20,440,2994,"all ages 50+"
"3382",2020-09-20,866,2994,"22-29"
"3383",2020-09-20,498,2994,"40-49"
"3384",2020-09-20,295,2994,"21 and under"
"3385",2020-09-20,894,2994,"30-39"
"3386",2022-09-25,1711,5533,"30-39"
"3387",2022-09-25,1602,5533,"22-29"
"3388",2022-09-25,957,5533,"40-49"
"3389",2022-09-25,508,5533,"21 and under"
"3390",2022-09-25,753,5533,"all ages 50+"
"3391",2021-09-26,823,4993,"40-49"
"3392",2021-09-26,1418,4993,"22-29"
"3393",2021-09-26,1590,4993,"30-39"
"3394",2021-09-26,429,4993,"21 and under"
"3395",2021-09-26,729,4993,"all ages 50+"
"3396",2020-09-27,453,3050,"all ages 50+"
"3397",2020-09-27,879,3050,"22-29"
"3398",2020-09-27,918,3050,"30-39"
"3399",2020-09-27,503,3050,"40-49"
"3400",2020-09-27,297,3050,"21 and under"
"3401",2021-04-01,807,4703,"40-49"
"3402",2021-04-01,1276,4703,"22-29"
"3403",2021-04-01,410,4703,"21 and under"
"3404",2021-04-01,1507,4703,"30-39"
"3405",2021-04-01,702,4703,"all ages 50+"
"3406",2020-04-02,717,2613,"22-29"
"3407",2020-04-02,404,2613,"all ages 50+"
"3408",2020-04-02,802,2613,"30-39"
"3409",2020-04-02,462,2613,"40-49"
"3410",2020-04-02,228,2613,"21 and under"
"3411",2022-04-07,1462,5048,"22-29"
"3412",2022-04-07,872,5048,"40-49"
"3413",2022-04-07,1550,5048,"30-39"
"3414",2022-04-07,499,5048,"21 and under"
"3415",2022-04-07,660,5048,"all ages 50+"
"3416",2021-04-08,1495,4691,"30-39"
"3417",2021-04-08,393,4691,"21 and under"
"3418",2021-04-08,1270,4691,"22-29"
"3419",2021-04-08,819,4691,"40-49"
"3420",2021-04-08,709,4691,"all ages 50+"
"3421",2020-04-09,333,2426,"all ages 50+"
"3422",2020-04-09,408,2426,"40-49"
"3423",2020-04-09,226,2426,"21 and under"
"3424",2020-04-09,704,2426,"22-29"
"3425",2020-04-09,754,2426,"30-39"
"3426",2022-04-14,1475,5045,"22-29"
"3427",2022-04-14,1550,5045,"30-39"
"3428",2022-04-14,486,5045,"21 and under"
"3429",2022-04-14,876,5045,"40-49"
"3430",2022-04-14,654,5045,"all ages 50+"
"3431",2021-04-15,1488,4698,"30-39"
"3432",2021-04-15,379,4698,"21 and under"
"3433",2021-04-15,1290,4698,"22-29"
"3434",2021-04-15,823,4698,"40-49"
"3435",2021-04-15,716,4698,"all ages 50+"
"3436",2020-04-16,655,2210,"22-29"
"3437",2020-04-16,691,2210,"30-39"
"3438",2020-04-16,281,2210,"all ages 50+"
"3439",2020-04-16,216,2210,"21 and under"
"3440",2020-04-16,367,2210,"40-49"
"3441",2022-04-21,1498,5016,"22-29"
"3442",2022-04-21,1538,5016,"30-39"
"3443",2022-04-21,475,5016,"21 and under"
"3444",2022-04-21,850,5016,"40-49"
"3445",2022-04-21,652,5016,"all ages 50+"
"3446",2021-04-22,1484,4704,"30-39"
"3447",2021-04-22,381,4704,"21 and under"
"3448",2021-04-22,1289,4704,"22-29"
"3449",2021-04-22,833,4704,"40-49"
"3450",2021-04-22,715,4704,"all ages 50+"
"3451",2020-04-23,633,2133,"22-29"
"3452",2020-04-23,260,2133,"all ages 50+"
"3453",2020-04-23,213,2133,"21 and under"
"3454",2020-04-23,669,2133,"30-39"
"3455",2020-04-23,358,2133,"40-49"
"3456",2022-04-28,1496,5018,"22-29"
"3457",2022-04-28,1519,5018,"30-39"
"3458",2022-04-28,470,5018,"21 and under"
"3459",2022-04-28,855,5018,"40-49"
"3460",2022-04-28,671,5018,"all ages 50+"
"3461",2021-04-29,1496,4717,"30-39"
"3462",2021-04-29,831,4717,"40-49"
"3463",2021-04-29,1289,4717,"22-29"
"3464",2021-04-29,379,4717,"21 and under"
"3465",2021-04-29,720,4717,"all ages 50+"
"3466",2020-04-30,624,2094,"22-29"
"3467",2020-04-30,650,2094,"30-39"
"3468",2020-04-30,266,2094,"all ages 50+"
"3469",2020-04-30,344,2094,"40-49"
"3470",2020-04-30,209,2094,"21 and under"
"3471",2022-08-04,1573,5351,"22-29"
"3472",2022-08-04,1637,5351,"30-39"
"3473",2022-08-04,688,5351,"all ages 50+"
"3474",2022-08-04,961,5351,"40-49"
"3475",2022-08-04,491,5351,"21 and under"
"3476",2021-08-05,764,5084,"all ages 50+"
"3477",2021-08-05,1654,5084,"30-39"
"3478",2021-08-05,1389,5084,"22-29"
"3479",2021-08-05,405,5084,"21 and under"
"3480",2021-08-05,862,5084,"40-49"
"3481",2020-08-06,362,2549,"all ages 50+"
"3482",2020-08-06,433,2549,"40-49"
"3483",2020-08-06,779,2549,"30-39"
"3484",2020-08-06,727,2549,"22-29"
"3485",2020-08-06,247,2549,"21 and under"
"3486",2022-08-11,1578,5397,"22-29"
"3487",2022-08-11,1656,5397,"30-39"
"3488",2022-08-11,969,5397,"40-49"
"3489",2022-08-11,487,5397,"21 and under"
"3490",2022-08-11,704,5397,"all ages 50+"
"3491",2021-08-12,767,5100,"all ages 50+"
"3492",2021-08-12,1404,5100,"22-29"
"3493",2021-08-12,1653,5100,"30-39"
"3494",2021-08-12,402,5100,"21 and under"
"3495",2021-08-12,867,5100,"40-49"
"3496",2020-08-13,373,2597,"all ages 50+"
"3497",2020-08-13,792,2597,"30-39"
"3498",2020-08-13,439,2597,"40-49"
"3499",2020-08-13,744,2597,"22-29"
"3500",2020-08-13,249,2597,"21 and under"
"3501",2022-08-18,1564,5388,"22-29"
"3502",2022-08-18,1661,5388,"30-39"
"3503",2022-08-18,966,5388,"40-49"
"3504",2022-08-18,479,5388,"21 and under"
"3505",2022-08-18,716,5388,"all ages 50+"
"3506",2021-08-19,1677,5205,"30-39"
"3507",2021-08-19,1443,5205,"22-29"
"3508",2021-08-19,777,5205,"all ages 50+"
"3509",2021-08-19,415,5205,"21 and under"
"3510",2021-08-19,883,5205,"40-49"
"3511",2020-08-20,381,2696,"all ages 50+"
"3512",2020-08-20,827,2696,"30-39"
"3513",2020-08-20,464,2696,"40-49"
